Id	PubDate	FullJournalName	date	year	month
28571572	2017 Jun 1	Malaria journal	2017-06-01	2017.0	6.0
28545595	2017 May 25	Parasites & vectors	2017-05-25	2017.0	5.0
28543426	2017 Nov	Journal of child psychology and psychiatry, and allied disciplines	2017-11-01	2017.0	11.0
28541483	2017 Jul 1	The Journal of infectious diseases	2017-07-01	2017.0	7.0
28498997	2017 Apr 1	The Journal of infectious diseases	2017-04-01	2017.0	4.0
28469130	2017 May 3	Scientific reports	2017-05-03	2017.0	5.0
28446198	2017 Apr 26	Malaria journal	2017-04-26	2017.0	4.0
28399920	2017 Apr 11	Malaria journal	2017-04-11	2017.0	4.0
28274886	2017 Jun	Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases	2017-06-01	2017.0	6.0
28154622	2016	The Pan African medical journal	2016-01-01	2016.0	1.0
28095916	2017 Jan 17	Malaria journal	2017-01-17	2017.0	1.0
28081133	2017 Jan	PLoS computational biology	2017-01-01	2017.0	1.0
28049475	2017 Jan 3	Malaria journal	2017-01-03	2017.0	1.0
28049466	2017 Jan 3	Malaria journal	2017-01-03	2017.0	1.0
28035111	2016 Oct-Dec	Journal of vector borne diseases			
27941597	2016 Dec 7	Nutrients	2016-12-07	2016.0	12.0
27940786	2016 Nov	Pediatrics	2016-11-01	2016.0	11.0
27930652	2016 Dec	PLoS neglected tropical diseases	2016-12-01	2016.0	12.0
27884199	2016 Nov 25	Globalization and health	2016-11-25	2016.0	11.0
27856948	2016 Dec	Transactions of the Royal Society of Tropical Medicine and Hygiene	2016-12-01	2016.0	12.0
27852258	2016 Nov 16	Malaria journal	2016-11-16	2016.0	11.0
27834328	2016 Jul	The Indian journal of medical research	2016-07-01	2016.0	7.0
27829489	2016	Global health action	2016-01-01	2016.0	1.0
27809852	2016 Nov 4	Malaria journal	2016-11-04	2016.0	11.0
27580403	2016 Nov	Tropical medicine & international health : TM & IH	2016-11-01	2016.0	11.0
27770746	2016 Nov	Journal of molecular graphics & modelling	2016-11-01	2016.0	11.0
27764173	2016	PloS one	2016-01-01	2016.0	1.0
27760546	2016 Oct 19	Malaria journal	2016-10-19	2016.0	10.0
27699126	2016 Sep 1	Biomedical optics express	2016-09-01	2016.0	9.0
27660110	2017 Jul	Journal of clinical laboratory analysis	2017-07-01	2017.0	7.0
27659918	2016 Sep 22	Malaria journal	2016-09-22	2016.0	9.0
27636719	2016	PloS one	2016-01-01	2016.0	1.0
27573634	2016 Oct 5	The American journal of tropical medicine and hygiene	2016-10-05	2016.0	10.0
27562086	2016 Aug 25	Parasites & vectors	2016-08-25	2016.0	8.0
27558000	2016 Aug 25	Scientific reports	2016-08-25	2016.0	8.0
27542940	2016 Aug 19	Malaria journal	2016-08-19	2016.0	8.0
27538889	2016 Aug 18	Malaria journal	2016-08-18	2016.0	8.0
27495044	2016 Aug	Medicine	2016-08-01	2016.0	8.0
27445125	2016 Jul 22	Scientific reports	2016-07-22	2016.0	7.0
27430217	2016 Jul 18	Malaria journal	2016-07-18	2016.0	7.0
27391972	2016 Jul 8	Malaria journal	2016-07-08	2016.0	7.0
27387921	2016 Jul 7	Malaria journal	2016-07-07	2016.0	7.0
27314369	2016 Jun 14	International journal of environmental research and public health	2016-06-14	2016.0	6.0
27277707	2016 Jun 8	Malaria journal	2016-06-08	2016.0	6.0
27269393	2016 Jul	The Lancet. Global health	2016-07-01	2016.0	7.0
27118212	2016 Apr 27	Malaria journal	2016-04-27	2016.0	4.0
27118136	2016 Apr 27	BMC research notes	2016-04-27	2016.0	4.0
27115874	2016	PloS one	2016-01-01	2016.0	1.0
27113244	2016 Apr 26	Malaria journal	2016-04-26	2016.0	4.0
27086170	2016 Jun 18	Lancet (London, England)	2016-06-18	2016.0	6.0
27075988	2016 Apr 14	Malaria journal	2016-04-14	2016.0	4.0
27036728	2015 Sep-Oct	Annals of global health			
27036722	2015 Sep-Oct	Annals of global health			
27018990	2016	PloS one	2016-01-01	2016.0	1.0
27010542	2016	PloS one	2016-01-01	2016.0	1.0
27001144	2016 Jul	Acta tropica	2016-07-01	2016.0	7.0
26979404	2016 Mar 15	Malaria journal	2016-03-15	2016.0	3.0
26964100	2016 Mar	PLoS pathogens	2016-03-01	2016.0	3.0
26955944	2016 Mar 8	BMC public health	2016-03-08	2016.0	3.0
26935745	2016 Mar 2	Malaria journal	2016-03-02	2016.0	3.0
26931111	2016 Mar 1	Malaria journal	2016-03-01	2016.0	3.0
26928321	2016 Feb 29	Malaria journal	2016-02-29	2016.0	2.0
26911561	2016	SAR and QSAR in environmental research	2016-01-01	2016.0	1.0
26870787	2015 Nov	EBioMedicine	2015-11-01	2015.0	11.0
26867774	2016 Feb 11	Malaria journal	2016-02-11	2016.0	2.0
26848355	2015	The Pan African medical journal	2015-01-01	2015.0	1.0
26841246	2016 Jul	Chemical biology & drug design	2016-07-01	2016.0	7.0
26729363	2016 Jan 4	Malaria journal	2016-01-04	2016.0	1.0
26689547	2015	PloS one	2015-01-01	2015.0	1.0
26631558	2015 Dec 7	Proceedings. Biological sciences	2015-12-07	2015.0	12.0
26631048	2015 Dec 3	BMC medicine	2015-12-03	2015.0	12.0
26612502	2015 Nov 27	BMC infectious diseases	2015-11-27	2015.0	11.0
26599634	2015	PloS one	2015-01-01	2015.0	1.0
26599510	2015	PloS one	2015-01-01	2015.0	1.0
26577805	2015 Nov 17	Malaria journal	2015-11-17	2015.0	11.0
26494775	2016 Mar 1	The Journal of infectious diseases	2016-03-01	2016.0	3.0
26471813	2015 Oct 15	Malaria journal	2015-10-15	2015.0	10.0
26419523	2015 Sep 30	Malaria journal	2015-09-30	2015.0	9.0
26414943	2015 Dec	Environment international	2015-12-01	2015.0	12.0
26394656	2015 Nov	Parasitology	2015-11-01	2015.0	11.0
26377199	2015 Sep 17	Malaria journal	2015-09-17	2015.0	9.0
26376980	2015 Sep 17	Malaria journal	2015-09-17	2015.0	9.0
26373537	2016 Oct	Maternal & child nutrition	2016-10-01	2016.0	10.0
26330866	2015 Summer	Iranian journal of pharmaceutical research : IJPR			
26315661	2015 Aug 28	BMC health services research	2015-08-28	2015.0	8.0
26314886	2015 Aug 28	Malaria journal	2015-08-28	2015.0	8.0
26296450	2015 Oct	The Lancet. Global health	2015-10-01	2015.0	10.0
26295004	2015	Malaria research and treatment	2015-01-01	2015.0	1.0
26187622	2015 Sep	Transactions of the Royal Society of Tropical Medicine and Hygiene	2015-09-01	2015.0	9.0
26178574	2016 Jan	AIDS research and human retroviruses	2016-01-01	2016.0	1.0
26164675	2015 Jul 12	Malaria journal	2015-07-12	2015.0	7.0
26130049	2016 Mar	Biomedical chromatography : BMC	2016-03-01	2016.0	3.0
26114867	2015	PloS one	2015-01-01	2015.0	1.0
26114295	2015	PloS one	2015-01-01	2015.0	1.0
26110279	2015	PloS one	2015-01-01	2015.0	1.0
26104276	2015 Jun 24	Parasites & vectors	2015-06-24	2015.0	6.0
26086551	2015	PLoS neglected tropical diseases	2015-01-01	2015.0	1.0
26075005	2015	AIDS research and therapy	2015-01-01	2015.0	1.0
26052704	2015	PloS one	2015-01-01	2015.0	1.0
25996157	2015 May	PLoS neglected tropical diseases	2015-05-01	2015.0	5.0
25963983	2015 Jul	Antimicrobial agents and chemotherapy	2015-07-01	2015.0	7.0
25962781	2015 May 12	International journal for equity in health	2015-05-12	2015.0	5.0
25948111	2015 May 7	Malaria journal	2015-05-07	2015.0	5.0
25943348	2015 May 6	Diagnostic pathology	2015-05-06	2015.0	5.0
25928774	2015 Apr	PLoS neglected tropical diseases	2015-04-01	2015.0	4.0
25928743	2015 Apr 28	Parasites & vectors	2015-04-28	2015.0	4.0
27490275	2015 May	Molecular informatics	2015-05-01	2015.0	5.0
25906774	2015 Apr 25	Malaria journal	2015-04-25	2015.0	4.0
25902156	2015 Mar	Asian Pacific journal of tropical medicine	2015-03-01	2015.0	3.0
25900173	2015 Aug 1	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2015-08-01	2015.0	8.0
25893088	2015 Feb	Methods in ecology and evolution	2015-02-01	2015.0	2.0
25889960	2015 Apr 3	Malaria journal	2015-04-03	2015.0	4.0
25881316	2015 Apr 3	BMC pregnancy and childbirth	2015-04-03	2015.0	4.0
25881267	2015 Mar 14	Malaria journal	2015-03-14	2015.0	3.0
25877779	2015 Oct	British journal of clinical pharmacology	2015-10-01	2015.0	10.0
25876816	2015 Dec	Epidemiology and infection	2015-12-01	2015.0	12.0
25859149	2015 Mar	Tropical medicine and health	2015-03-01	2015.0	3.0
25851174	2015 Sep	Biometrics	2015-09-01	2015.0	9.0
25716380	2014 Sep 25	Global journal of health science	2014-09-25	2014.0	9.0
25643693	2015 May 10	Statistics in medicine	2015-05-10	2015.0	5.0
25636874	2015 Jan 15	Phytomedicine : international journal of phytotherapy and phytopharmacology	2015-01-15	2015.0	1.0
25611483	2015	PloS one	2015-01-01	2015.0	1.0
25595688	2015	Infection ecology & epidemiology	2015-01-01	2015.0	1.0
25543687	2015	Combinatorial chemistry & high throughput screening	2015-01-01	2015.0	1.0
25541703	2014	PloS one	2014-01-01	2014.0	1.0
25529292	2015 Feb 4	Vaccine	2015-02-04	2015.0	2.0
25515074	2015 Mar	EcoHealth	2015-03-01	2015.0	3.0
25498847	2015 Apr 11	Lancet (London, England)	2015-04-11	2015.0	4.0
25476467	2014 Dec 4	Malaria journal	2014-12-04	2014.0	12.0
25450214	2014 Dec	Computers in biology and medicine	2014-12-01	2014.0	12.0
25438249	2014	PloS one	2014-01-01	2014.0	1.0
25430654	2014 Nov 28	Parasites & vectors	2014-11-28	2014.0	11.0
25411038	2014 Dec	The Journal of nutrition	2014-12-01	2014.0	12.0
25385855	2015 Jan	The American journal of tropical medicine and hygiene	2015-01-01	2015.0	1.0
25372043	2014	PloS one	2014-01-01	2014.0	1.0
25343249	2014	PloS one	2014-01-01	2014.0	1.0
25341817	2014 Oct	Biomedical and environmental sciences : BES	2014-10-01	2014.0	10.0
25304187	2014 Oct 10	BMC research notes	2014-10-10	2014.0	10.0
25297720	2015 Apr	British journal of clinical pharmacology	2015-04-01	2015.0	4.0
25260354	2014 Sep 26	Malaria journal	2014-09-26	2014.0	9.0
25244636	2014 Nov	Journal of molecular graphics & modelling	2014-11-01	2014.0	11.0
25224247	2014 Sep 16	Malaria journal	2014-09-16	2014.0	9.0
25187231	2014 Sep 3	Malaria journal	2014-09-03	2014.0	9.0
25180241	2015 Mar 1	The Journal of infectious diseases	2015-03-01	2015.0	3.0
25176292	2014 Aug 30	Malaria journal	2014-08-30	2014.0	8.0
25166952	2014 Jul	Cadernos de saude publica	2014-07-01	2014.0	7.0
25138388	2014 Aug 20	BMC research notes	2014-08-20	2014.0	8.0
25123055	2014 Aug 14	Malaria journal	2014-08-14	2014.0	8.0
25092696	2014 Oct	Antimicrobial agents and chemotherapy	2014-10-01	2014.0	10.0
25089957	2014 Sep 15	Journal of chromatography. B, Analytical technologies in the biomedical and life sciences	2014-09-15	2014.0	9.0
25086861	2014 Aug 3	Malaria journal	2014-08-03	2014.0	8.0
25086645	2014 Aug 2	Malaria journal	2014-08-02	2014.0	8.0
25063026	2014 Aug 15	Biochemical and biophysical research communications	2014-08-15	2014.0	8.0
25058400	2014 Jul	PLoS neglected tropical diseases	2014-07-01	2014.0	7.0
24996069	2014 Aug 15	Journal of chromatography. B, Analytical technologies in the biomedical and life sciences	2014-08-15	2014.0	8.0
24993593	2014 Jul 4	Parasitology	2014-07-04	2014.0	7.0
24959747	2014	PloS one	2014-01-01	2014.0	1.0
24889386	2014 Sep-Oct	Journal of travel medicine			
24886630	2014 May 27	Malaria journal	2014-05-27	2014.0	5.0
24885824	2014 May 30	Malaria journal	2014-05-30	2014.0	5.0
24867986	2014 Aug	Antimicrobial agents and chemotherapy	2014-08-01	2014.0	8.0
24849126	2014 Jul	Transactions of the Royal Society of Tropical Medicine and Hygiene	2014-07-01	2014.0	7.0
24848768	2014	PloS one	2014-01-01	2014.0	1.0
24771329	2014 Aug 1	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2014-08-01	2014.0	8.0
24736000	2014 May 30	Vaccine	2014-05-30	2014.0	5.0
24693973	2014 Apr 3	Malaria journal	2014-04-03	2014.0	4.0
24633915	2015 Apr	Health policy and planning	2015-04-01	2015.0	4.0
24612056	2014 May	Cellular microbiology	2014-05-01	2014.0	5.0
24598692	2014	PloS one	2014-01-01	2014.0	1.0
24581350	2013 Dec	Journal of vector ecology : journal of the Society for Vector Ecology	2013-12-01	2013.0	12.0
24535679	2014 Apr	Genetic epidemiology	2014-04-01	2014.0	4.0
24528891	2014 Feb 15	Malaria journal	2014-02-15	2014.0	2.0
24527958	2014 Sep	The Journal of animal ecology	2014-09-01	2014.0	9.0
24499518	2013 Nov 4	Parasites & vectors	2013-11-04	2013.0	11.0
24472517	2014 Jan 28	Parasites & vectors	2014-01-28	2014.0	1.0
24472224	2014 Jan 29	Malaria journal	2014-01-29	2014.0	1.0
24462906	2014 Mar	Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases	2014-03-01	2014.0	3.0
24372050	2014	Combinatorial chemistry & high throughput screening	2014-01-01	2014.0	1.0
24366463	2013 Dec	Pediatric research	2013-12-01	2013.0	12.0
24363547	2013	Infectious diseases in obstetrics and gynecology	2013-01-01	2013.0	1.0
24358743	2013 Aug	Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control	2013-08-01	2013.0	8.0
24355745	2014 Feb	International journal of epidemiology	2014-02-01	2014.0	2.0
24350670	2013 Dec 18	Malaria journal	2013-12-18	2013.0	12.0
24348235	2013	PLoS computational biology	2013-01-01	2013.0	1.0
24336697	2014 Feb	Transactions of the Royal Society of Tropical Medicine and Hygiene	2014-02-01	2014.0	2.0
24330615	2013 Oct 28	Parasites & vectors	2013-10-28	2013.0	10.0
24330329	2013 Dec 11	Malaria journal	2013-12-11	2013.0	12.0
24322291	2014 Mar	Parasitology research	2014-03-01	2014.0	3.0
24228784	2013 Nov 14	Malaria journal	2013-11-14	2013.0	11.0
24206777	2013 Nov 11	Malaria journal	2013-11-11	2013.0	11.0
24188069	2013 Nov 4	Malaria journal	2013-11-04	2013.0	11.0
24159514	2012 Dec	Osong public health and research perspectives	2012-12-01	2012.0	12.0
24044424	2013 Sep 17	Malaria journal	2013-09-17	2013.0	9.0
24041884	2013 Dec	Antimicrobial agents and chemotherapy	2013-12-01	2013.0	12.0
24036172	2013 Nov	Journal of insect physiology	2013-11-01	2013.0	11.0
24010933	2013 Sep	Current computer-aided drug design	2013-09-01	2013.0	9.0
24010931	2013 Sep	Current computer-aided drug design	2013-09-01	2013.0	9.0
24009663	2013	PloS one	2013-01-01	2013.0	1.0
24007344	2013 Sep 3	BMC research notes	2013-09-03	2013.0	9.0
23911994	2013 Jul	Journal of molecular graphics & modelling	2013-07-01	2013.0	7.0
23894428	2013	PloS one	2013-01-01	2013.0	1.0
23790353	2013 Sep 14	Lancet (London, England)	2013-09-14	2013.0	9.0
23608095	2013 Jun	Social science & medicine (1982)	2013-06-01	2013.0	6.0
23575873	2013 Jul	International journal for quality in health care : journal of the International Society for Quality in Health Care	2013-07-01	2013.0	7.0
23570846	2013 Jul 15	The Journal of infectious diseases	2013-07-15	2013.0	7.0
23556023	2013	PLoS neglected tropical diseases	2013-01-01	2013.0	1.0
23540764	2013 May-Jun	Travel medicine and infectious disease			
23537187	2013 Mar 27	Malaria journal	2013-03-27	2013.0	3.0
23506555	2012	Drug metabolism letters	2012-01-01	2012.0	1.0
23497471	2013 Mar 7	Parasites & vectors	2013-03-07	2013.0	3.0
23497273	2013 Mar 5	BMC infectious diseases	2013-03-05	2013.0	3.0
23484254	2012 Dec 30	Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi = Chinese journal of parasitology & parasitic diseases	2012-12-30	2012.0	12.0
23484017	2013	PloS one	2013-01-01	2013.0	1.0
23459230	2013	PLoS neglected tropical diseases	2013-01-01	2013.0	1.0
23454224	2013 Jun	Acta tropica	2013-06-01	2013.0	6.0
23420905	2013 May 15	The Journal of infectious diseases	2013-05-15	2013.0	5.0
23383342	2013	PloS one	2013-01-01	2013.0	1.0
23380741	2013 Apr 11	Blood	2013-04-11	2013.0	4.0
23363862	2012 Oct	Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]	2012-10-01	2012.0	10.0
23339988	2013 Nov	Epidemiology and infection	2013-11-01	2013.0	11.0
23326508	2013	PloS one	2013-01-01	2013.0	1.0
23297692	2013 Jan 8	Malaria journal	2013-01-08	2013.0	1.0
23294940	2013 Jan 7	BMC ecology	2013-01-07	2013.0	1.0
23283041	2012 Nov 11	Global journal of health science	2012-11-11	2012.0	11.0
23282136	2013 Jan 2	Malaria journal	2013-01-02	2013.0	1.0
23272097	2012	PloS one	2012-01-01	2012.0	1.0
23249239	2012 Dec 18	BMC public health	2012-12-18	2012.0	12.0
23236528	2012	PLoS neglected tropical diseases	2012-01-01	2012.0	1.0
23185378	2012	PloS one	2012-01-01	2012.0	1.0
23157413	2013 Mar	Current computer-aided drug design	2013-03-01	2013.0	3.0
23151128	2012 Nov 14	BMC genomics	2012-11-14	2012.0	11.0
23142310	2012 Sep	Travel medicine and infectious disease	2012-09-01	2012.0	9.0
23088844	2012 Oct 22	Malaria journal	2012-10-22	2012.0	10.0
23082089	2012	Computational and mathematical methods in medicine	2012-01-01	2012.0	1.0
23073891	2013 Sep	Health policy and planning	2013-09-01	2013.0	9.0
23058047	2012 Nov	The Journal of pharmacy and pharmacology	2012-11-01	2012.0	11.0
23050931	2013 Jan	Ecology letters	2013-01-01	2013.0	1.0
23043918	2012 Oct	Asian Pacific journal of tropical medicine	2012-10-01	2012.0	10.0
22980350	2012 Jun 15	Global journal of health science	2012-06-15	2012.0	6.0
22970138	2012	PloS one	2012-01-01	2012.0	1.0
22963509	2012 Sep 10	Malaria journal	2012-09-10	2012.0	9.0
22949651	2012 Oct 16	Proceedings of the National Academy of Sciences of the United States of America	2012-10-16	2012.0	10.0
22909378	2012 Aug 21	Malaria journal	2012-08-21	2012.0	8.0
22823945	2012 Jul 23	Malaria journal	2012-07-23	2012.0	7.0
22819049	2012 Aug 20	Analytica chimica acta	2012-08-20	2012.0	8.0
22767651	2012 Oct	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2012-10-01	2012.0	10.0
22711788	2012 Sep	Environmental health perspectives	2012-09-01	2012.0	9.0
22701664	2012	PloS one	2012-01-01	2012.0	1.0
22701563	2012	PloS one	2012-01-01	2012.0	1.0
22670592	2012	Current pharmaceutical design	2012-01-01	2012.0	1.0
22590855	2012 Feb	Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control	2012-02-01	2012.0	2.0
22589226	2013 Mar	Health policy and planning	2013-03-01	2013.0	3.0
22521733	2012 Jun 14	Journal of ethnopharmacology	2012-06-14	2012.0	6.0
22513123	2012 Apr 18	Malaria journal	2012-04-18	2012.0	4.0
22492366	2012 May	The American journal of clinical nutrition	2012-05-01	2012.0	5.0
22455309	2012 Mar 28	Malaria journal	2012-03-28	2012.0	3.0
22433445	2012 May 10	Gene	2012-05-10	2012.0	5.0
22384044	2012	PloS one	2012-01-01	2012.0	1.0
22364588	2012 Feb 24	Malaria journal	2012-02-24	2012.0	2.0
22316236	2012 Feb 8	Malaria journal	2012-02-08	2012.0	2.0
22265913	2012 Jul 15	International journal of pharmaceutics	2012-07-15	2012.0	7.0
22258823	2012 Apr	International journal of epidemiology	2012-04-01	2012.0	4.0
22171950	2011 Dec 15	Malaria journal	2011-12-15	2011.0	12.0
22165821	2011 Dec 13	Malaria journal	2011-12-13	2011.0	12.0
22118531	2011 Nov 25	Malaria journal	2011-11-25	2011.0	11.0
22089380	2012 Jan 14	AIDS (London, England)	2012-01-14	2012.0	1.0
22022448	2011	PloS one	2011-01-01	2011.0	1.0
22005185	2011 Dec	European journal of medicinal chemistry	2011-12-01	2011.0	12.0
21985188	2011 Oct 10	Malaria journal	2011-10-10	2011.0	10.0
21962353	2011 Oct 31	Analytica chimica acta	2011-10-31	2011.0	10.0
