Id	ArticleIds	AuthorList	DOI	FullJournalName	HasAbstract	LastAuthor	NlmUniqueID	PubDate	PubTypeList	RecordStatus	Source	Title
33373422	{'pubmed': ['33373422'], 'medline': [], 'doi': '10.1371/journal.pone.0244447', 'pii': 'PONE-D-20-28639', 'pmc': 'PMC7771694', 'rid': '33373422', 'eid': '33373422', 'pmcid': 'pmc-id: PMC7771694;'}	['Zhou G', 'Yu L', 'Wang X', 'Zhong D', 'Lee MC', 'Kibret S', 'Yan G']	10.1371/journal.pone.0244447	PloS one	1	Yan G	101285081	2020	['Journal Article']	PubMed - indexed for MEDLINE	PLoS One	Behavioral response of insecticide-resistant mosquitoes against spatial repellent: A modified self-propelled particle model simulation.
33290932	{'pubmed': ['33290932'], 'medline': [], 'pii': 'S0010-4825(20)30482-0', 'doi': '10.1016/j.compbiomed.2020.104151', 'rid': '33290932', 'eid': '33290932'}	['Lee YW', 'Choi JW', 'Shin EH']	10.1016/j.compbiomed.2020.104151	Computers in biology and medicine	1	Shin EH	1250250	2021 Feb	['Journal Article']	PubMed - in process	Comput Biol Med	Machine learning model for predicting malaria using clinical information.
33250058	{'pubmed': ['33250058'], 'medline': [], 'doi': '10.1186/s12916-020-01823-3', 'pii': '10.1186/s12916-020-01823-3', 'pmc': 'PMC7702702', 'rid': '33250058', 'eid': '33250058', 'pmcid': 'pmc-id: PMC7702702;'}	"[""Morang'a CM"", 'Amenga-Etego L', 'Bah SY', 'Appiah V', 'Amuzu DSY', 'Amoako N', 'Abugri J', 'Oduro AR', 'Cunnington AJ', 'Awandare GA', 'Otto TD']"	10.1186/s12916-020-01823-3	BMC medicine	1	Otto TD	101190723	2020 Nov 30	['Journal Article']	PubMed - indexed for MEDLINE	BMC Med	Machine learning approaches classify clinical malaria outcomes based on haematological parameters.
33249286	{'pubmed': ['33249286'], 'medline': [], 'pii': 'S1201-9712(20)32490-5', 'doi': '10.1016/j.ijid.2020.11.177', 'rid': '33249286', 'eid': '33249286'}	['Bria YP', 'Yeh CH', 'Bedingfield S']	10.1016/j.ijid.2020.11.177	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	1	Bedingfield S	9610933	2021 Feb	['Journal Article']	PubMed - in process	Int J Infect Dis	Significant symptoms and nonsymptom-related factors for malaria diagnosis in endemic regions of Indonesia.
33247522	{'pubmed': ['33247522'], 'medline': [], 'doi': '10.1002/cmdc.202000685', 'rid': '33247522', 'eid': '33247522'}	['Lima MNN', 'Borba JVB', 'Cassiano GC', 'Mottin M', 'Mendonça SS', 'Silva AC', 'Tomaz KCP', 'Calit J', 'Bargieri DY', 'Costa FTM', 'Andrade CH']	10.1002/cmdc.202000685	ChemMedChem	1	Andrade CH	101259013	2020 Nov 27	['Journal Article']	PubMed - as supplied by publisher	ChemMedChem	Artificial Intelligence Applied to the Rapid Identification of New Antimalarial Candidates with Dual-Stage Activity.
33228680	{'pubmed': ['33228680'], 'medline': [], 'doi': '10.1186/s12936-020-03502-3', 'pii': '10.1186/s12936-020-03502-3', 'pmc': 'PMC7684750', 'rid': '33228680', 'eid': '33228680', 'pmcid': 'pmc-id: PMC7684750;'}	['Dharap P', 'Raimbault S']	10.1186/s12936-020-03502-3	Malaria journal	1	Raimbault S	101139802	2020 Nov 23	['Journal Article']	PubMed - in process	Malar J	Performance evaluation of machine learning-based infectious screening flags on the HORIBA Medical Yumizen H550 Haematology Analyzer for vivax malaria and dengue fever.
33176716	{'pubmed': ['33176716'], 'medline': [], 'doi': '10.1186/s12879-020-05453-1', 'pii': '10.1186/s12879-020-05453-1', 'pmc': 'PMC7656677', 'rid': '33176716', 'eid': '33176716', 'pmcid': 'pmc-id: PMC7656677;'}	['Yu H', 'Yang F', 'Rajaraman S', 'Ersoy I', 'Moallem G', 'Poostchi M', 'Palaniappan K', 'Antani S', 'Maude RJ', 'Jaeger S']	10.1186/s12879-020-05453-1	BMC infectious diseases	1	Jaeger S	100968551	2020 Nov 11	['Journal Article']	PubMed - indexed for MEDLINE	BMC Infect Dis	Malaria Screener: a smartphone application for automated malaria screening.
33154498	{'pubmed': ['33154498'], 'medline': [], 'doi': '10.1038/s41598-020-76258-0', 'pii': '10.1038/s41598-020-76258-0', 'pmc': 'PMC7644696', 'rid': '33154498', 'eid': '33154498', 'pmcid': 'pmc-id: PMC7644696;'}	['Cohen IV', 'Makunts T', 'Moumedjian T', 'Issa MA', 'Abagyan R']	10.1038/s41598-020-76258-0	Scientific reports	1	Abagyan R	101563288	2020 Nov 5	['Journal Article']	PubMed - indexed for MEDLINE	Sci Rep	Cardiac adverse events associated with chloroquine and hydroxychloroquine exposure in 20 years of drug safety surveillance reports.
33082257	{'pubmed': ['33082257'], 'medline': [], 'pii': 'mBio.01705-20', 'doi': '10.1128/mBio.01705-20', 'pmc': 'PMC7587435', 'rid': '33082257', 'eid': '33082257', 'pmcid': 'pmc-id: PMC7587435;'}	['Easton AV', 'Raciny-Aleman M', 'Liu V', 'Ruan E', 'Marier C', 'Heguy A', 'Yasnot MF', 'Rodriguez A', 'Loke P']	10.1128/mBio.01705-20	mBio	1	Loke P	101519231	2020 Oct 20	['Journal Article']	PubMed - in process	mBio	Immune Response and Microbiota Profiles during Coinfection with Plasmodium vivax and Soil-Transmitted Helminths.
33057258	{'pubmed': ['33057258'], 'medline': [], 'pii': '440869', 'doi': '10.1364/OL.401105', 'rid': '33057258', 'eid': '33057258'}	['Kim K', 'Konda PC', 'Cooke CL', 'Appel R', 'Horstmeyer R']	10.1364/OL.401105	Optics letters	1	Horstmeyer R	7708433	2020 Oct 15	['Journal Article']	PubMed	Opt Lett	Multi-element microscope optimization by a learned sensing network with composite physical layers.
33045173	{'pubmed': ['33045173'], 'medline': [], 'doi': '10.1080/10408363.2020.1828811', 'rid': '33045173', 'eid': '33045173'}	['De Bruyne S', 'Speeckaert MM', 'Van Biesen W', 'Delanghe JR']	10.1080/10408363.2020.1828811	Critical reviews in clinical laboratory sciences	1	Delanghe JR	8914816	2021 Mar	['Journal Article']	PubMed - in process	Crit Rev Clin Lab Sci	Recent evolutions of machine learning applications in clinical laboratory medicine.
33035220	{'pubmed': ['33035220'], 'medline': [], 'doi': '10.1371/journal.pgen.1009037', 'pii': 'PGENETICS-D-20-00579', 'pmc': 'PMC7577480', 'rid': '33035220', 'eid': '33035220', 'pmcid': 'pmc-id: PMC7577480;'}	['Watson JA', 'Taylor AR', 'Ashley EA', 'Dondorp A', 'Buckee CO', 'White NJ', 'Holmes CC']	10.1371/journal.pgen.1009037	PLoS genetics	1	Holmes CC	101239074	2020 Oct	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Genet	A cautionary note on the use of unsupervised machine learning algorithms to characterise malaria parasite population structure from genetic distance matrices.
32989410	{'pubmed': ['32989410'], 'medline': [], 'doi': '10.1007/s40139-020-00213-x', 'pii': '213', 'pmc': 'PMC7511257', 'rid': '32989410', 'eid': '32989410', 'pmcid': 'pmc-id: PMC7511257;'}	['Jenner AL', 'Aogo RA', 'Davis CL', 'Smith AM', 'Craig M']	10.1007/s40139-020-00213-x	Current pathobiology reports	1	Craig M	101599032	2020 Sep 24	['Journal Article', 'Review']	PubMed	Curr Pathobiol Rep	Leveraging Computational Modeling to Understand Infectious Diseases.
32978158	{'pubmed': ['32978158'], 'medline': [], 'pii': '6/39/eaba9338', 'doi': '10.1126/sciadv.aba9338', 'pmc': 'PMC7518791', 'rid': '32978158', 'eid': '32978158', 'pmcid': 'pmc-id: PMC7518791;'}	['Ashdown GW', 'Dimon M', 'Fan M', 'Sánchez-Román Terán F', 'Witmer K', 'Gaboriau DCA', 'Armstrong Z', 'Ando DM', 'Baum J']	10.1126/sciadv.aba9338	Science advances	1	Baum J	101653440	2020 Sep	['Journal Article']	PubMed - in process	Sci Adv	A machine learning approach to define antimalarial drug action from heterogeneous cell-based screens.
32960173	{'pubmed': ['32960173'], 'medline': [], 'doi': '10.7554/eLife.56829', 'pii': '56829', 'pmc': 'PMC7535929', 'rid': '32960173', 'eid': '32960173', 'pmcid': 'pmc-id: PMC7535929;'}	['Hol FJ', 'Lambrechts L', 'Prakash M']	10.7554/eLife.56829	eLife	1	Prakash M	101579614	2020 Sep 22	['Journal Article']	PubMed - indexed for MEDLINE	Elife	BiteOscope, an open platform to study mosquito biting behavior.
32956354	{'pubmed': ['32956354'], 'medline': [], 'doi': '10.1371/journal.pmed.1003318', 'pii': 'PMEDICINE-D-20-00426', 'pmc': 'PMC7505590', 'rid': '32956354', 'eid': '32956354', 'pmcid': 'pmc-id: PMC7505590;'}	"['Hartley MA', 'Hofmann N', 'Keitel K', 'Kagoro F', 'Antunes Moniz C', 'Mlaganile T', 'Samaka J', 'Masimba J', 'Said Z', 'Temba H', 'Gonzalez I', 'Felger I', 'Genton B', ""D'Acremont V""]"	10.1371/journal.pmed.1003318	PLoS medicine	1	D'Acremont V	101231360	2020 Sep	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Med	Clinical relevance of low-density Plasmodium falciparum parasitemia in untreated febrile children: A cohort study.
32832279	{'pubmed': ['32832279'], 'medline': [], 'doi': '10.7717/peerj.9674', 'pii': '9674', 'pmc': 'PMC7413078', 'rid': '32832279', 'eid': '32832279', 'pmcid': 'pmc-id: PMC7413078;'}	['Zhao OS', 'Kolluri N', 'Anand A', 'Chu N', 'Bhavaraju R', 'Ojha A', 'Tiku S', 'Nguyen D', 'Chen R', 'Morales A', 'Valliappan D', 'Patel JP', 'Nguyen K']	10.7717/peerj.9674	PeerJ	1	Nguyen K	101603425	2020	['Journal Article']	PubMed	PeerJ	Convolutional neural networks to automate the screening of malaria in low-resource countries.
32819347	{'pubmed': ['32819347'], 'medline': [], 'doi': '10.1186/s12911-020-01150-w', 'pii': '10.1186/s12911-020-01150-w', 'pmc': 'PMC7439655', 'rid': '32819347', 'eid': '32819347', 'pmcid': 'pmc-id: PMC7439655;'}	['Ferreira MF', 'Camacho R', 'Teixeira LF']	10.1186/s12911-020-01150-w	BMC medical informatics and decision making	1	Teixeira LF	101088682	2020 Aug 20	['Journal Article']	PubMed - indexed for MEDLINE	BMC Med Inform Decis Mak	Using autoencoders as a weight initialization method on deep neural networks for disease detection.
32798602	{'pubmed': ['32798602'], 'medline': [], 'pii': 'S0166-3542(20)30322-3', 'doi': '10.1016/j.antiviral.2020.104908', 'pmc': 'PMC7425680', 'rid': '32798602', 'eid': '32798602', 'pmcid': 'pmc-id: PMC7425680;'}	['Lane TR', 'Dyall J', 'Mercer L', 'Goodin C', 'Foil DH', 'Zhou H', 'Postnikova E', 'Liang JY', 'Holbrook MR', 'Madrid PB', 'Ekins S']	10.1016/j.antiviral.2020.104908	Antiviral research	1	Ekins S	8109699	2020 Oct	['Journal Article']	PubMed - in process	Antiviral Res	Repurposing Pyramax®, quinacrine and tilorone as treatments for Ebola virus disease.
32741426	{'pubmed': ['32741426'], 'medline': [], 'doi': '10.1017/S0950268820001697', 'pii': 'S0950268820001697', 'pmc': 'PMC7439293', 'rid': '32741426', 'eid': '32741426', 'pmcid': 'pmc-id: PMC7439293;'}	['Nascimento FS', 'Barratt J', 'Houghton K', 'Plucinski M', 'Kelley J', 'Casillas S', 'Bennett CC', 'Snider C', 'Tuladhar R', 'Zhang J', 'Clemons B', 'Madison-Antenucci S', 'Russell A', 'Cebelinski E', 'Haan J', 'Robinson T', 'Arrowood MJ', 'Talundzic E', 'Bradbury RS', 'Qvarnstrom Y']	10.1017/S0950268820001697	Epidemiology and infection	1	Qvarnstrom Y	8703737	2020 Aug 3	['Journal Article']	PubMed - indexed for MEDLINE	Epidemiol Infect	Evaluation of an ensemble-based distance statistic for clustering MLST datasets using epidemiologically defined clusters of cyclosporiasis.
32617525	{'pubmed': ['32617525'], 'medline': [], 'doi': '10.1016/S2589-7500(20)30131-X', 'pii': 'S2589-7500(20)30131-X', 'pmc': 'PMC7323599', 'rid': '32617525', 'eid': '32617525', 'pmcid': 'pmc-id: PMC7323599;'}	['Fung R', 'Villar J', 'Dashti A', 'Ismail LC', 'Staines-Urias E', 'Ohuma EO', 'Salomon LJ', 'Victora CG', 'Barros FC', 'Lambert A', 'Carvalho M', 'Jaffer YA', 'Noble JA', 'Gravett MG', 'Purwar M', 'Pang R', 'Bertino E', 'Munim S', 'Min AM', 'McGready R', 'Norris SA', 'Bhutta ZA', 'Kennedy SH', 'Papageorghiou AT', 'Ourmazd A', 'International Fetal and Newborn Growth Consortium for the 21st Century (INTERGROWTH-21st).']	10.1016/S2589-7500(20)30131-X	The Lancet. Digital health	1	Ourmazd A	101751302	2020 Jul	['Journal Article', 'Multicenter Study']	PubMed - indexed for MEDLINE	Lancet Digit Health	Achieving accurate estimates of fetal gestational age and personalised predictions of fetal growth based on data from an international prospective cohort study: a population-based machine learning study.
32584814	{'pubmed': ['32584814'], 'medline': [], 'doi': '10.1371/journal.pbio.3000633', 'pii': 'PBIOLOGY-D-19-03626', 'pmc': 'PMC7316233', 'rid': '32584814', 'eid': '32584814', 'pmcid': 'pmc-id: PMC7316233;'}	['Hancock PA', 'Hendriks CJM', 'Tangena JA', 'Gibson H', 'Hemingway J', 'Coleman M', 'Gething PW', 'Cameron E', 'Bhatt S', 'Moyes CL']	10.1371/journal.pbio.3000633	PLoS biology	1	Moyes CL	101183755	2020 Jun	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Biol	Mapping trends in insecticide resistance phenotypes in African malaria vectors.
32575656	{'pubmed': ['32575656'], 'medline': [], 'pii': 's20123482', 'doi': '10.3390/s20123482', 'pmc': 'PMC7348917', 'rid': '32575656', 'eid': '32575656', 'pmcid': 'pmc-id: PMC7348917;'}	['Nahid AA', 'Sikder N', 'Bairagi AK', 'Razzaque MA', 'Masud M', 'Z Kouzani A', 'Mahmud MAP']	10.3390/s20123482	Sensors (Basel, Switzerland)	1	Mahmud MAP	101204366	2020 Jun 19	['Journal Article']	PubMed - indexed for MEDLINE	Sensors (Basel)	A Novel Method to Identify Pneumonia through Analyzing Chest Radiographs Employing a Multichannel Convolutional Neural Network.
32539880	{'pubmed': ['32539880'], 'medline': [], 'doi': '10.1017/S0031182020000979', 'pii': 'S0031182020000979', 'pmc': 'PMC7443747', 'rid': '32539880', 'eid': '32539880', 'pmcid': 'pmc-id: PMC7443747;'}	['Barratt JLN', 'Sapp SGH']	10.1017/S0031182020000979	Parasitology	1	Sapp SGH	0401121	2020 Sep	['Journal Article']	PubMed - in process	Parasitology	Machine learning-based analyses support the existence of species complexes for <i>Strongyloides fuelleborni</i> and <i>Strongyloides stercoralis</i>.
32466153	{'pubmed': ['32466153'], 'medline': [], 'pii': 'ijerph17103718', 'doi': '10.3390/ijerph17103718', 'pmc': 'PMC7277808', 'rid': '32466153', 'eid': '32466153', 'pmcid': 'pmc-id: PMC7277808;'}	['Schroeder L', 'Roberto Veronez M', 'Menezes de Souza E', 'Brum D', 'Gonzaga L Jr', 'Rofatto VF']	10.3390/ijerph17103718	International journal of environmental research and public health	1	Rofatto VF	101238455	2020 May 25	['Journal Article']	PubMed - indexed for MEDLINE	Int J Environ Res Public Health	Respiratory Diseases, Malaria and Leishmaniasis: Temporal and Spatial Association with Fire Occurrences from Knowledge Discovery and Data Mining.
32416782	{'pubmed': ['32416782'], 'medline': [], 'pii': 'S0140-6736(20)30226-9', 'doi': '10.1016/S0140-6736(20)30226-9', 'pmc': 'PMC7255280', 'rid': '32416782', 'eid': '32416782', 'pmcid': 'pmc-id: PMC7255280;'}	['Schwalbe N', 'Wahl B']	10.1016/S0140-6736(20)30226-9	Lancet (London, England)	1	Wahl B	2985213R	2020 May 16	['Journal Article', 'Review']	PubMed - indexed for MEDLINE	Lancet	Artificial intelligence and the future of global health.
32368721	{'pubmed': ['32368721'], 'medline': [], 'doi': '10.1038/s42256-019-0122-4', 'pmc': 'PMC7198051', 'mid': 'NIHMS1580298', 'rid': '32368721', 'eid': '32368721', 'pmcid': 'pmc-id: PMC7198051;manuscript-id: NIHMS1580298;'}	['Ianevski A', 'Giri AK', 'Gautam P', 'Kononov A', 'Potdar S', 'Saarela J', 'Wennerberg K', 'Aittokallio T']	10.1038/s42256-019-0122-4	Nature machine intelligence	1	Aittokallio T	101740243	2019 Dec	['Journal Article']	PubMed	Nat Mach Intell	Prediction of drug combination effects with a minimal set of experiments.
32179558	{'pubmed': ['32179558'], 'medline': [], 'pii': 'jclinpath-2019-206419', 'doi': '10.1136/jclinpath-2019-206419', 'rid': '32179558', 'eid': '32179558'}	['Molina A', 'Alférez S', 'Boldú L', 'Acevedo A', 'Rodellar J', 'Merino A']	10.1136/jclinpath-2019-206419	Journal of clinical pathology	1	Merino A	0376601	2020 Oct	['Journal Article']	PubMed - indexed for MEDLINE	J Clin Pathol	Sequential classification system for recognition of malaria infection using peripheral blood cell images.
32156226	{'pubmed': ['32156226'], 'medline': [], 'pii': 'CPD-EPUB-105120', 'doi': '10.2174/1381612826666200310122324', 'rid': '32156226', 'eid': '32156226'}	['Liu T', 'Tang H']	10.2174/1381612826666200310122324	Current pharmaceutical design	1	Tang H	9602487	2020	['Journal Article', 'Review']	PubMed - indexed for MEDLINE	Curr Pharm Des	A Brief Survey of Machine Learning Methods in Identification of Mitochondria Proteins in Malaria Parasite.
32053607	{'pubmed': ['32053607'], 'medline': [], 'doi': '10.1371/journal.pgen.1008576', 'pii': 'PGENETICS-D-19-01756', 'pmc': 'PMC7043780', 'rid': '32053607', 'eid': '32053607', 'pmcid': 'pmc-id: PMC7043780;'}	['Diez Benavente E', 'Campos M', 'Phelan J', 'Nolder D', 'Dombrowski JG', 'Marinho CRF', 'Sriprawat K', 'Taylor AR', 'Watson J', 'Roper C', 'Nosten F', 'Sutherland CJ', 'Campino S', 'Clark TG']	10.1371/journal.pgen.1008576	PLoS genetics	1	Clark TG	101239074	2020 Feb	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Genet	A molecular barcode to inform the geographical origin and transmission dynamics of Plasmodium vivax malaria.
32041653	{'pubmed': ['32041653'], 'medline': [], 'doi': '10.1186/s13063-020-4076-y', 'pii': '10.1186/s13063-020-4076-y', 'pmc': 'PMC7011561', 'rid': '32041653', 'eid': '32041653', 'pmcid': 'pmc-id: PMC7011561;'}	['Watson JA', 'Holmes CC']	10.1186/s13063-020-4076-y	Trials	1	Holmes CC	101263253	2020 Feb 10	['Journal Article']	PubMed - indexed for MEDLINE	Trials	Machine learning analysis plans for randomised controlled trials: detecting treatment effect heterogeneity with strict control of type I error.
31883446	{'pubmed': ['31883446'], 'medline': [], 'pii': 'S0928-0987(19)30481-6', 'doi': '10.1016/j.ejps.2019.105208', 'rid': '31883446', 'eid': '31883446'}	['Sahu S', 'Ghosh SK', 'Kalita JM', 'Ginjupalli MC', 'K KR']	10.1016/j.ejps.2019.105208	European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences	1	K KR	9317982	2020 Mar 1	['Journal Article']	PubMed - indexed for MEDLINE	Eur J Pharm Sci	Discovery of potential 1,3,5-Triazine compounds against strains of Plasmodium falciparum using supervised machine learning models.
31824917	{'pubmed': ['31824917'], 'medline': [], 'doi': '10.3389/fchem.2019.00773', 'pmc': 'PMC6881481', 'rid': '31824917', 'eid': '31824917', 'pmcid': 'pmc-id: PMC6881481;'}	['Lima MNN', 'Cassiano GC', 'Tomaz KCP', 'Silva AC', 'Sousa BKP', 'Ferreira LT', 'Tavella TA', 'Calit J', 'Bargieri DY', 'Neves BJ', 'Costa FTM', 'Andrade CH']	10.3389/fchem.2019.00773	Frontiers in chemistry	1	Andrade CH	101627988	2019	['Journal Article']	PubMed	Front Chem	Integrative Multi-Kinase Approach for the Identification of Potent Antiplasmodial Hits.
31676877	{'pubmed': ['31676877'], 'medline': [], 'doi': '10.1038/s41598-019-52388-y', 'pii': '10.1038/s41598-019-52388-y', 'pmc': 'PMC6825210', 'rid': '31676877', 'eid': '31676877', 'pmcid': 'pmc-id: PMC6825210;'}	['Talavera-López C', 'Bediako Y', 'Lin JW', 'Joseph Valletta J', 'Recker M', 'Langhorne J']	10.1038/s41598-019-52388-y	Scientific reports	1	Langhorne J	101563288	2019 Nov 1	['Clinical Trial', 'Journal Article']	PubMed - indexed for MEDLINE	Sci Rep	Comparison of whole blood and spleen transcriptional signatures over the course of an experimental malaria infection.
31658979	{'pubmed': ['31658979'], 'medline': [], 'pii': 'S1535-9476(20)30008-6', 'doi': '10.1074/mcp.RA118.001256', 'pmc': 'PMC6944240', 'rid': '31658979', 'eid': '31658979', 'pmcid': 'pmc-id: PMC6944240;'}	['Proietti C', 'Krause L', 'Trieu A', 'Dodoo D', 'Gyan B', 'Koram KA', 'Rogers WO', 'Richie TL', 'Crompton PD', 'Felgner PL', 'Doolan DL']	10.1074/mcp.RA118.001256	Molecular & cellular proteomics : MCP	1	Doolan DL	101125647	2020 Jan	['Journal Article']	PubMed - indexed for MEDLINE	Mol Cell Proteomics	Immune Signature Against <i>Plasmodium falciparum</i> Antigens Predicts Clinical Immunity in Distinct Malaria Endemic Communities.
