Id	ArticleIds	AuthorList	DOI	FullJournalName	HasAbstract	LastAuthor	NlmUniqueID	PubDate	PubTypeList	RecordStatus	Source	Title
25378575	DictElement({'pubmed': ['25378575'], 'medline': [], 'pii': 'JCM.01783-14', 'doi': '10.1128/JCM.01783-14', 'pmc': 'PMC4290916', 'rid': '25378575', 'eid': '25378575', 'pmcid': 'pmc-id: PMC4290916;'}, attributes={})	['Racsa LD', 'Gander RM', 'Southern PM', 'McElvania TeKippe E', 'Doern C', 'Luu HS']	10.1128/JCM.01783-14	Journal of clinical microbiology	1	Luu HS	7505564	2015 Jan	['Journal Article']	PubMed - indexed for MEDLINE	J Clin Microbiol	Detection of intracellular parasites by use of the CellaVision DM96 analyzer during routine screening of peripheral blood smears.
24209918	DictElement({'pubmed': ['24209918'], 'medline': [], 'pii': 'S0010-4825(13)00235-7', 'doi': '10.1016/j.compbiomed.2013.08.020', 'rid': '24209918', 'eid': '24209918'}, attributes={})	['Masala GL', 'Golosio B', 'Cutzu R', 'Pola R']	10.1016/j.compbiomed.2013.08.020	Computers in biology and medicine	1	Pola R	1250250	2013 Nov	['Journal Article']	PubMed - indexed for MEDLINE	Comput Biol Med	A two-layered classifier based on the radial basis function for the screening of thalassaemia.
24110954	DictElement({'pubmed': ['24110954'], 'medline': [], 'doi': '10.1109/EMBC.2013.6610767', 'rid': '24110954', 'eid': '24110954'}, attributes={})	['Bachtiar LR', 'Unsworth CP', 'Newcomb RD']	10.1109/EMBC.2013.6610767	Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference	1	Newcomb RD	101243413	2013	['Journal Article']	PubMed - indexed for MEDLINE	Conf Proc IEEE Eng Med Biol Soc	Application of artificial neural networks on mosquito Olfactory Receptor Neurons for an olfactory biosensor.
23157413	DictElement({'pubmed': ['23157413'], 'medline': [], 'pii': 'CCADD-EPUB-20121105-1', 'rid': '23157413', 'eid': '23157413'}, attributes={})	['Luan F', 'Xu X', 'Cordeiro MN', 'Liu H', 'Zhang X']		Current computer-aided drug design	1	Zhang X	101265750	2013 Mar	['Journal Article']	PubMed - indexed for MEDLINE	Curr Comput Aided Drug Des	QSAR modeling for the antimalarial activity of 1,4-naphthoquinonyl derivatives as potential antimalarial agents.
21085871	DictElement({'pubmed': ['21085871'], 'medline': [], 'pii': 'S0037-86822010000500019', 'rid': '21085871', 'eid': '21085871'}, attributes={})	['Cunha GB', 'Luitgards-Moura JF', 'Naves EL', 'Andrade AO', 'Pereira AA', 'Milagre ST']		Revista da Sociedade Brasileira de Medicina Tropical	1	Milagre ST	7507456	2010 Sep-Oct	['Journal Article']	PubMed - indexed for MEDLINE	Rev Soc Bras Med Trop	[Use of an artificial neural network to predict the incidence of malaria in the city of Cantá, state of Roraima].
20719001	DictElement({'pubmed': ['20719001'], 'medline': [], 'pii': '1475-2875-9-236', 'doi': '10.1186/1475-2875-9-236', 'pmc': 'PMC2933700', 'rid': '20719001', 'eid': '20719001', 'pmcid': 'pmc-id: PMC2933700;'}, attributes={})	['Pallavi R', 'Acharya P', 'Chandran S', 'Daily JP', 'Tatu U']	10.1186/1475-2875-9-236	Malaria journal	1	Tatu U	101139802	2010 Aug 19	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Chaperone expression profiles correlate with distinct physiological states of Plasmodium falciparum in malaria patients.
20465824	DictElement({'pubmed': ['20465824'], 'medline': [], 'pii': '1475-2875-9-125', 'doi': '10.1186/1475-2875-9-125', 'pmc': 'PMC2878304', 'rid': '20465824', 'eid': '20465824', 'pmcid': 'pmc-id: PMC2878304;'}, attributes={})	['Adimi F', 'Soebiyanto RP', 'Safi N', 'Kiang R']	10.1186/1475-2875-9-125	Malaria journal	1	Kiang R	101139802	2010 May 13	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Towards malaria risk prediction in Afghanistan using remote sensing.
20459613	DictElement({'pubmed': ['20459613'], 'medline': [], 'pii': '1475-2875-9-117', 'doi': '10.1186/1475-2875-9-117', 'pmc': 'PMC2883547', 'rid': '20459613', 'eid': '20459613', 'pmcid': 'pmc-id: PMC2883547;'}, attributes={})	['Andrade BB', 'Reis-Filho A', 'Barros AM', 'Souza-Neto SM', 'Nogueira LL', 'Fukutani KF', 'Camargo EP', 'Camargo LM', 'Barral A', 'Duarte A', 'Barral-Netto M']	10.1186/1475-2875-9-117	Malaria journal	1	Barral-Netto M	101139802	2010 May 6	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Towards a precise test for malaria diagnosis in the Brazilian Amazon: comparison among field microscopy, a rapid diagnostic test, nested PCR, and a computational expert system based on artificial neural networks.
19440961	DictElement({'pubmed': ['19440961'], 'medline': [], 'doi': '10.4081/gh.2009.219', 'rid': '19440961', 'eid': '19440961'}, attributes={})	['Capinha C', 'Gomes E', 'Reis E', 'Rocha J', 'Sousa CA', 'do Rosário VE', 'Almeida AP']	10.4081/gh.2009.219	Geospatial health	1	Almeida AP	101302943	2009 May	['Journal Article']	PubMed - indexed for MEDLINE	Geospat Health	Present habitat suitability for Anopheles atroparvus (Diptera, Culicidae) and its coincidence with former malaria areas in mainland Portugal.
19278236	DictElement({'pubmed': ['19278236'], 'medline': [], 'doi': '10.1021/ac802291a', 'rid': '19278236', 'eid': '19278236'}, attributes={})	['Webster GT', 'de Villiers KA', 'Egan TJ', 'Deed S', 'Tilley L', 'Tobin MJ', 'Bambery KR', 'McNaughton D', 'Wood BR']	10.1021/ac802291a	Analytical chemistry	1	Wood BR	0370536	2009 Apr 1	['Journal Article']	PubMed - indexed for MEDLINE	Anal Chem	Discriminating the intraerythrocytic lifecycle stages of the malaria parasite using synchrotron FT-IR microspectroscopy and an artificial neural network.
18686233	DictElement({'pubmed': ['18686233'], 'medline': [], 'doi': '10.4081/gh.2006.282', 'rid': '18686233', 'eid': '18686233'}, attributes={})	['Kiang R', 'Adimi F', 'Soika V', 'Nigro J', 'Singhasivanon P', 'Sirichaisinthop J', 'Leemingsawat S', 'Apiwathnasorn C', 'Looareesuwan S']	10.4081/gh.2006.282	Geospatial health	1	Looareesuwan S	101302943	2006 Nov	['Journal Article']	PubMed - indexed for MEDLINE	Geospat Health	Meteorological, environmental remote sensing and neural network analysis of the epidemiology of malaria transmission in Thailand.
17249335	DictElement({'pubmed': ['17249335'], 'medline': [], 'rid': '17249335', 'eid': '17249335'}, attributes={})	['Jayavanth S', 'Park BC']		Indian journal of experimental biology	1	Park BC	0233411	2007 Jan	['Journal Article', 'Review']	PubMed - indexed for MEDLINE	Indian J Exp Biol	Microrheologic dysfunctions in blood during malaria.
16937184	DictElement({'pubmed': ['16937184'], 'medline': [], 'doi': '10.1007/s11517-006-0044-2', 'rid': '16937184', 'eid': '16937184'}, attributes={})	['Ross NE', 'Pritchard CJ', 'Rubin DM', 'Dusé AG']	10.1007/s11517-006-0044-2	Medical & biological engineering & computing	1	Dusé AG	7704869	2006 May	['Journal Article']	PubMed - indexed for MEDLINE	Med Biol Eng Comput	Automated image processing method for the diagnosis and classification of malaria on thin blood smears.
15360778	DictElement({'pubmed': ['15360778'], 'medline': [], 'pii': 'D030003912', 'rid': '15360778', 'eid': '15360778'}, attributes={})	['Peleg M', 'Tu S', 'Manindroo A', 'Altman RB']		Studies in health technology and informatics	1	Altman RB	9214582	2004	['Journal Article']	PubMed - indexed for MEDLINE	Stud Health Technol Inform	Modeling and analyzing biomedical processes using workflow/Petri Net models and tools.
14724374	DictElement({'pubmed': ['14724374'], 'medline': [], 'rid': '14724374', 'eid': '14724374'}, attributes={})	['Jayavanth S', 'Singh M']		Clinical hemorheology and microcirculation	1	Singh M	9709206	2003	['Evaluation Studies', 'Journal Article']	PubMed - indexed for MEDLINE	Clin Hemorheol Microcirc	Artificial neural network analysis of malaria severity through aggregation and deformability parameters of erythrocytes.
14599665	DictElement({'pubmed': ['14599665'], 'medline': [], 'pii': 'S0166685103002159', 'rid': '14599665', 'eid': '14599665'}, attributes={})	['Bender A', 'van Dooren GG', 'Ralph SA', 'McFadden GI', 'Schneider G']		Molecular and biochemical parasitology	1	Schneider G	8006324	2003 Dec	['Journal Article']	PubMed - indexed for MEDLINE	Mol Biochem Parasitol	Properties and prediction of mitochondrial transit peptides from Plasmodium falciparum.
14521780	DictElement({'pubmed': ['14521780'], 'medline': [], 'rid': '14521780', 'eid': '14521780'}, attributes={})	['Gao CY', 'Xiong HY', 'Yi D', 'Chai GJ', 'Yang XW', 'Liu L']		Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi	1	Liu L	8208604	2003 Sep	['Journal Article']	PubMed - indexed for MEDLINE	Zhonghua Liu Xing Bing Xue Za Zhi	[Study on meteorological factors-based neural network model of malaria].
12560551	DictElement({'pubmed': ['12560551'], 'medline': [], 'doi': '10.1126/science.1078599', 'pii': '299/5607/705', 'rid': '12560551', 'eid': '12560551'}, attributes={})	['Foth BJ', 'Ralph SA', 'Tonkin CJ', 'Struck NS', 'Fraunholz M', 'Roos DS', 'Cowman AF', 'McFadden GI']	10.1126/science.1078599	Science (New York, N.Y.)	1	McFadden GI	0404511	2003 Jan 31	['Journal Article']	PubMed - indexed for MEDLINE	Science	Dissecting apicoplast targeting in the malaria parasite Plasmodium falciparum.
11738814	DictElement({'pubmed': ['11738814'], 'medline': [], 'pii': 'S0378-1119(01)00776-4', 'rid': '11738814', 'eid': '11738814'}, attributes={})	['Zuegge J', 'Ralph S', 'Schmuker M', 'McFadden GI', 'Schneider G']		Gene	1	Schneider G	7706761	2001 Dec 12	['Journal Article']	PubMed - indexed for MEDLINE	Gene	Deciphering apicoplast targeting signals--feature extraction from nuclear-encoded precursors of Plasmodium falciparum apicoplast proteins.
11552688	DictElement({'pubmed': ['11552688'], 'medline': [], 'pii': 'S1093-3263(00)00099-1', 'rid': '11552688', 'eid': '11552688'}, attributes={})	['Brusic V', 'Bucci K', 'Schönbach C', 'Petrovsky N', 'Zeleznikow J', 'Kazura JW']		Journal of molecular graphics & modelling	1	Kazura JW	9716237	2001	['Journal Article']	PubMed - indexed for MEDLINE	J Mol Graph Model	Efficient discovery of immune response targets by cyclical refinement of QSAR models of peptide binding.
