Id	ArticleIds	AuthorList	DOI	FullJournalName	HasAbstract	LastAuthor	NlmUniqueID	PubDate	PubTypeList	RecordStatus	Source	Title
31034926	DictElement({'pubmed': ['31034926'], 'medline': [], 'pii': 'S0304-419X(19)30037-X', 'doi': '10.1016/j.bbcan.2019.04.005', 'rid': '31034926', 'eid': '31034926'}, attributes={})	['Nowak-Sliwinska P', 'Scapozza L', 'Altaba ARI']	10.1016/j.bbcan.2019.04.005	Biochimica et biophysica acta. Reviews on cancer	1	Altaba ARI	9806362	2019 Apr 26	['Journal Article', 'Review']	PubMed - as supplied by publisher	Biochim Biophys Acta Rev Cancer	Drug repurposing in oncology: Compounds, pathways, phenotypes and computational approaches for colorectal cancer.
31032481	DictElement({'pubmed': ['31032481'], 'medline': [], 'doi': '10.1093/jamiaopen/ooy057', 'pmc': 'PMC6482003', 'mid': 'NIHMS1012785', 'rid': '31032481', 'eid': '31032481', 'pmcid': 'pmc-id: PMC6482003;manuscript-id: NIHMS1012785;'}, attributes={})	['Banerjee I', 'Li K', 'Seneviratne M', 'Ferrari M', 'Seto T', 'Brooks JD', 'Rubin DL', 'Hemandez-Boussard T']	10.1093/jamiaopen/ooy057	JAMIA open	1	Hemandez-Boussard T	101730643	2019 Apr	['Journal Article']	PubMed	JAMIA Open	Weakly supervised natural language processing for assessing patient-centered outcome following prostate cancer treatment.
31032282	DictElement({'pubmed': ['31032282'], 'medline': [], 'doi': '10.21037/atm.2019.01.13', 'pii': 'atm-07-S1-S1', 'pmc': 'PMC6462612', 'rid': '31032282', 'eid': '31032282', 'pmcid': 'pmc-id: PMC6462612;'}, attributes={})	['Wong NC', 'Shayegan B']	10.21037/atm.2019.01.13	Annals of translational medicine	0	Shayegan B	101617978	2019 Mar	['Comment', 'Editorial']	PubMed	Ann Transl Med	Patient centered care for prostate cancer-how can artificial intelligence and machine learning help make the right decision for the right patient?
31032222	DictElement({'pubmed': ['31032222'], 'medline': [], 'doi': '10.3389/fonc.2019.00242', 'pmc': 'PMC6473324', 'rid': '31032222', 'eid': '31032222', 'pmcid': 'pmc-id: PMC6473324;'}, attributes={})	['Jiang Z', 'Song L', 'Lu H', 'Yin J']	10.3389/fonc.2019.00242	Frontiers in oncology	1	Yin J	101568867	2019	['Journal Article']	PubMed	Front Oncol	The Potential Use of DCE-MRI Texture Analysis to Predict HER2 2+ Status.
31031212	DictElement({'pubmed': ['31031212'], 'medline': [], 'doi': '10.31557/APJCP.2019.20.4.1275', 'rid': '31031212', 'eid': '31031212'}, attributes={})	['Yadav DC', 'Pal S']	10.31557/APJCP.2019.20.4.1275	Asian Pacific journal of cancer prevention : APJCP	1	Pal S	101130625	2019 Apr 29	['Journal Article']	PubMed - in process	Asian Pac J Cancer Prev	To Generate an Ensemble Model for Women Thyroid Prediction Using Data Mining Techniques
31030291	DictElement({'pubmed': ['31030291'], 'medline': [], 'doi': '10.1186/s41747-019-0096-3', 'pii': '10.1186/s41747-019-0096-3', 'rid': '31030291', 'eid': '31030291'}, attributes={})	['Vogl WD', 'Pinker K', 'Helbich TH', 'Bickel H', 'Grabner G', 'Bogner W', 'Gruber S', 'Bago-Horvath Z', 'Dubsky P', 'Langs G']	10.1186/s41747-019-0096-3	European radiology experimental	1	Langs G	101721752	2019 Apr 27	['Journal Article']	PubMed - in process	Eur Radiol Exp	Automatic segmentation and classification of breast lesions through identification of informative multiparametric PET/MRI features.
31029103	DictElement({'pubmed': ['31029103'], 'medline': [], 'doi': '10.1186/s12859-019-2788-3', 'pii': '10.1186/s12859-019-2788-3', 'rid': '31029103', 'eid': '31029103'}, attributes={})	['Hiscock TW']	10.1186/s12859-019-2788-3	BMC bioinformatics	1	Hiscock TW	100965194	2019 Apr 27	['Journal Article']	PubMed - in process	BMC Bioinformatics	Adapting machine-learning algorithms to design gene circuits.
31028447	DictElement({'pubmed': ['31028447'], 'medline': [], 'doi': '10.1007/s00330-019-06193-w', 'pii': '10.1007/s00330-019-06193-w', 'rid': '31028447', 'eid': '31028447'}, attributes={})	['Jin X', 'Zheng X', 'Chen D', 'Jin J', 'Zhu G', 'Deng X', 'Han C', 'Gong C', 'Zhou Y', 'Liu C', 'Xie C']	10.1007/s00330-019-06193-w	European radiology	1	Xie C	9114774	2019 Apr 26	['Journal Article']	PubMed - as supplied by publisher	Eur Radiol	Prediction of response after chemoradiation for esophageal cancer using a combination of dosimetry and CT radiomics.
31026367	DictElement({'pubmed': ['31026367'], 'medline': [], 'doi': '10.1002/humu.23772', 'rid': '31026367', 'eid': '31026367'}, attributes={})	['Bosio M', 'Drechsel O', 'Rahman R', 'Muyas F', 'Rabionet R', 'Bezdan D', 'Domenech Salgado L', 'Hor HG', 'Schott JJ', 'Munell F', 'Colobran R', 'Macaya A', 'Estivill X', 'Ossowski S']	10.1002/humu.23772	Human mutation	1	Ossowski S	9215429	2019 Apr 26	['Journal Article']	PubMed - as supplied by publisher	Hum Mutat	eDiVA - Classification and Prioritization of Pathogenic Variants for Clinical Diagnostics.
31026023	DictElement({'pubmed': ['31026023'], 'medline': [], 'pii': '2731678', 'doi': '10.1001/jamanetworkopen.2019.2597', 'rid': '31026023', 'eid': '31026023'}, attributes={})	['Grewal JK', 'Tessier-Cloutier B', 'Jones M', 'Gakkhar S', 'Ma Y', 'Moore R', 'Mungall AJ', 'Zhao Y', 'Taylor MD', 'Gelmon K', 'Lim H', 'Renouf D', 'Laskin J', 'Marra M', 'Yip S', 'Jones SJM']	10.1001/jamanetworkopen.2019.2597	JAMA network open	1	Jones SJM	101729235	2019 Apr 5	['Journal Article']	PubMed - in process	JAMA Netw Open	Application of a Neural Network Whole Transcriptome-Based Pan-Cancer Method for Diagnosis of Primary and Metastatic Cancers.
31019547	DictElement({'pubmed': ['31019547'], 'medline': [], 'doi': '10.1155/2019/6509357', 'pmc': 'PMC6452645', 'rid': '31019547', 'eid': '31019547', 'pmcid': 'pmc-id: PMC6452645;'}, attributes={})	['Zou L', 'Yu S', 'Meng T', 'Zhang Z', 'Liang X', 'Xie Y']	10.1155/2019/6509357	Computational and mathematical methods in medicine	1	Xie Y	101277751	2019	['Journal Article', 'Review']	PubMed - in process	Comput Math Methods Med	A Technical Review of Convolutional Neural Network-Based Mammographic Breast Cancer Diagnosis.
31017745	DictElement({'pubmed': ['31017745'], 'medline': [], 'doi': '10.1002/cncy.22132', 'rid': '31017745', 'eid': '31017745'}, attributes={})	['Ali SZ', 'Siperstein A', 'Sadow PM', 'Golding AC', 'Kennedy GC', 'Kloos RT', 'Ladenson PW']	10.1002/cncy.22132	Cancer cytopathology	0	Ladenson PW	101499453	2019 Apr 24	['Journal Article']	PubMed - as supplied by publisher	Cancer Cytopathol	Extending expressed RNA genomics from surgical decision making for cytologically indeterminate thyroid nodules to targeting therapies for metastatic thyroid cancer.
31016875	DictElement({'pubmed': ['31016875'], 'medline': [], 'doi': '10.1111/1759-7714.13078', 'rid': '31016875', 'eid': '31016875'}, attributes={})	['Song P', 'Cui X', 'Bai L', 'Zhou X', 'Zhu X', 'Zhang J', 'Jin F', 'Zhao J', 'Zhou C', 'Zhou Y', 'Zhang X', 'Wang K', 'Wang Q', 'Yu Y', 'Zhang X', 'Bai C', 'Zhang L']	10.1111/1759-7714.13078	Thoracic cancer	1	Zhang L	101531441	2019 Apr 23	['Journal Article']	PubMed - as supplied by publisher	Thorac Cancer	Molecular characterization of clinical responses to PD-1/PD-L1 inhibitors in non-small cell lung cancer: Predictive value of multidimensional immunomarker detection for the efficacy of PD-1 inhibitors in Chinese patients.
31015647	DictElement({'pubmed': ['31015647'], 'medline': [], 'doi': '10.1038/s41551-018-0301-3', 'pii': '10.1038/s41551-018-0301-3', 'rid': '31015647', 'eid': '31015647'}, attributes={})	['Wang P', 'Xiao X', 'Glissen Brown JR', 'Berzin TM', 'Tu M', 'Xiong F', 'Hu X', 'Liu P', 'Song Y', 'Zhang D', 'Yang X', 'Li L', 'He J', 'Yi X', 'Liu J', 'Liu X']	10.1038/s41551-018-0301-3	Nature biomedical engineering	1	Liu X	101696896	2018 Oct	['Journal Article']	PubMed - in process	Nat Biomed Eng	Development and validation of a deep-learning algorithm for the detection of polyps during colonoscopy.
31015295	DictElement({'pubmed': ['31015295'], 'medline': [], 'pii': '1901695116', 'doi': '10.1073/pnas.1901695116', 'rid': '31015295', 'eid': '31015295'}, attributes={})	['Auslander N', 'Wolf YI', 'Koonin EV']	10.1073/pnas.1901695116	Proceedings of the National Academy of Sciences of the United States of America	1	Koonin EV	7505876	2019 Apr 23	['Journal Article']	PubMed - as supplied by publisher	Proc Natl Acad Sci U S A	In silico learning of tumor evolution through mutational time series.
31015209	DictElement({'pubmed': ['31015209'], 'medline': [], 'pii': 'bloodadvances.2018030726', 'doi': '10.1182/bloodadvances.2018030726', 'pmc': 'PMC6482359', 'rid': '31015209', 'eid': '31015209', 'pmcid': 'pmc-id: PMC6482359;'}, attributes={})	['Wagner S', 'Vadakekolathu J', 'Tasian SK', 'Altmann H', 'Bornhäuser M', 'Pockley AG', 'Ball GR', 'Rutella S']	10.1182/bloodadvances.2018030726	Blood advances	1	Rutella S	101698425	2019 Apr 23	['Journal Article']	PubMed - in process	Blood Adv	A parsimonious 3-gene signature predicts clinical outcomes in an acute myeloid leukemia multicohort study.
31014980	DictElement({'pubmed': ['31014980'], 'medline': [], 'pii': 'S1532-0464(19)30102-9', 'doi': '10.1016/j.jbi.2019.103184', 'rid': '31014980', 'eid': '31014980'}, attributes={})	['Coquet J', 'Bozkurt S', 'Kan KM', 'Ferrari MK', 'Blayney DW', 'Brooks JD', 'Hernandez-Boussard T']	10.1016/j.jbi.2019.103184	Journal of biomedical informatics	1	Hernandez-Boussard T	100970413	2019 Apr 20	['Journal Article']	PubMed - as supplied by publisher	J Biomed Inform	Comparison of Orthogonal NLP Methods for Clinical Phenotyping and Assessment of Bone Scan Utilization among Prostate Cancer Patients.
31014259	DictElement({'pubmed': ['31014259'], 'medline': [], 'doi': '10.1186/s12885-019-5532-5', 'pii': '10.1186/s12885-019-5532-5', 'rid': '31014259', 'eid': '31014259'}, attributes={})	['Ruffalo M', 'Bar-Joseph Z']	10.1186/s12885-019-5532-5	BMC cancer	1	Bar-Joseph Z	100967800	2019 Apr 23	['Journal Article']	PubMed - in process	BMC Cancer	Protein interaction disruption in cancer.
31013619	DictElement({'pubmed': ['31013619'], 'medline': [], 'pii': 'ijms20081964', 'doi': '10.3390/ijms20081964', 'rid': '31013619', 'eid': '31013619'}, attributes={})	['Boopathi V', 'Subramaniyam S', 'Malik A', 'Lee G', 'Manavalan B', 'Yang DC']	10.3390/ijms20081964	International journal of molecular sciences	1	Yang DC	101092791	2019 Apr 22	['Journal Article']	PubMed - in process	Int J Mol Sci	mACPpred: A Support Vector Machine-Based Meta-Predictor for Identification of Anticancer Peptides.
31011953	DictElement({'pubmed': ['31011953'], 'medline': [], 'doi': '10.1007/s11682-019-00064-0', 'pii': '10.1007/s11682-019-00064-0', 'rid': '31011953', 'eid': '31011953'}, attributes={})	['Dai XJ', 'Liu BX', 'Ai S', 'Nie X', 'Xu Q', 'Hu J', 'Zhang Q', 'Xu Y', 'Zhang Z', 'Lu G']	10.1007/s11682-019-00064-0	Brain imaging and behavior	1	Lu G	101300405	2019 Apr 23	['Journal Article']	PubMed - as supplied by publisher	Brain Imaging Behav	Altered inter-hemispheric communication of default-mode and visual networks underlie etiology of primary insomnia : Altered inter-hemispheric communication underlie etiology of insomnia.
31011686	DictElement({'pubmed': ['31011686'], 'medline': [], 'doi': '10.1016/j.adro.2018.11.008', 'pii': 'S2452-1094(18)30241-0', 'pmc': 'PMC6460328', 'rid': '31011686', 'eid': '31011686', 'pmcid': 'pmc-id: PMC6460328;'}, attributes={})	['Jiang W', 'Lakshminarayanan P', 'Hui X', 'Han P', 'Cheng Z', 'Bowers M', 'Shpitser I', 'Siddiqui S', 'Taylor RH', 'Quon H', 'McNutt T']	10.1016/j.adro.2018.11.008	Advances in radiation oncology	1	McNutt T	101677247	2019 Apr-Jun	['Journal Article']	PubMed	Adv Radiat Oncol	Machine Learning Methods Uncover Radiomorphologic Dose Patterns in Salivary Glands that Predict Xerostomia in Patients with Head and Neck Cancer.
31010618	DictElement({'pubmed': ['31010618'], 'medline': [], 'pii': 'S1368-8375(19)30091-0', 'doi': '10.1016/j.oraloncology.2019.03.011', 'rid': '31010618', 'eid': '31010618'}, attributes={})	['Bur AM', 'Holcomb A', 'Goodwin S', 'Woodroof J', 'Karadaghy O', 'Shnayder Y', 'Kakarala K', 'Brant J', 'Shew M']	10.1016/j.oraloncology.2019.03.011	Oral oncology	1	Shew M	9709118	2019 May	['Journal Article']	PubMed - in process	Oral Oncol	Machine learning to predict occult nodal metastasis in early oral squamous cell carcinoma.
31009236	DictElement({'pubmed': ['31009236'], 'medline': [], 'doi': '10.1089/cmb.2019.0036', 'rid': '31009236', 'eid': '31009236'}, attributes={})	['Liang X', 'Young WC', 'Hung LH', 'Raftery AE', 'Yeung KY']	10.1089/cmb.2019.0036	Journal of computational biology : a journal of computational molecular cell biology	1	Yeung KY	9433358	2019 Apr 22	['Journal Article']	PubMed - as supplied by publisher	J Comput Biol	Integration of Multiple Data Sources for Gene Network Inference Using Genetic Perturbation Data.
31008570	DictElement({'pubmed': ['31008570'], 'medline': [], 'doi': '10.1002/cyto.a.23774', 'rid': '31008570', 'eid': '31008570'}, attributes={})	['Lam VK', 'Nguyen T', 'Phan T', 'Chung BM', 'Nehmetallah G', 'Raub CB']	10.1002/cyto.a.23774	Cytometry. Part A : the journal of the International Society for Analytical Cytology	1	Raub CB	101235694	2019 Apr 22	['Journal Article']	PubMed - as supplied by publisher	Cytometry A	Machine Learning with Optical Phase Signatures for Phenotypic Profiling of Cell Lines.
31008437	DictElement({'pubmed': ['31008437'], 'medline': [], 'doi': '10.1200/PO.18.00307', 'pmc': 'PMC6474404', 'mid': 'NIHMS1020718', 'rid': '31008437', 'eid': '31008437', 'pmcid': 'pmc-id: PMC6474404;manuscript-id: NIHMS1020718;'}, attributes={})	['Shen R', 'Martin A', 'Ni A', 'Hellmann M', 'Arbour KC', 'Jordan E', 'Arora A', 'Ptashkin R', 'Zehir A', 'Kris MG', 'Rudin CM', 'Berger MF', 'Solit DB', 'Seshan VE', 'Arcila M', 'Ladanyi M', 'Riely GJ']	10.1200/PO.18.00307	JCO precision oncology	1	Riely GJ	101705370	2019	['Journal Article']	PubMed	JCO Precis Oncol	Harnessing Clinical Sequencing Data for Survival Stratification of Patients with Metastatic Lung Adenocarcinomas.
31007759	DictElement({'pubmed': ['31007759'], 'medline': [], 'doi': '10.3892/ol.2019.10068', 'pii': 'OL-0-0-10068', 'pmc': 'PMC6466999', 'rid': '31007759', 'eid': '31007759', 'pmcid': 'pmc-id: PMC6466999;'}, attributes={})	['Ancuceanu R', 'Dinu M', 'Neaga I', 'Laszlo FG', 'Boda D']	10.3892/ol.2019.10068	Oncology letters	1	Boda D	101531236	2019 May	['Journal Article']	PubMed	Oncol Lett	Development of QSAR machine learning-based models to forecast the effect of substances on malignant melanoma cells.
31007526	DictElement({'pubmed': ['31007526'], 'medline': [], 'doi': '10.1177/1177932219839402', 'pii': '10.1177_1177932219839402', 'pmc': 'PMC6456846', 'rid': '31007526', 'eid': '31007526', 'pmcid': 'pmc-id: PMC6456846;'}, attributes={})	['Zhao H', 'Duan ZH']	10.1177/1177932219839402	Bioinformatics and biology insights	1	Duan ZH	101467187	2019	['Journal Article']	PubMed	Bioinform Biol Insights	Cancer Genetic Network Inference Using Gaussian Graphical Models.
31005170	DictElement({'pubmed': ['31005170'], 'medline': [], 'pii': 'S0720-048X(19)30110-X', 'doi': '10.1016/j.ejrad.2019.03.015', 'rid': '31005170', 'eid': '31005170'}, attributes={})	['Wu M', 'Zhong X', 'Peng Q', 'Xu M', 'Huang S', 'Yuan J', 'Ma J', 'Tan T']	10.1016/j.ejrad.2019.03.015	European journal of radiology	1	Tan T	8106411	2019 May	['Journal Article']	PubMed - in process	Eur J Radiol	"Prediction of molecular subtypes of breast cancer using BI-RADS features based on a ""white box"" machine learning approach in a multi-modal imaging setting."
31002562	DictElement({'pubmed': ['31002562'], 'medline': [], 'doi': '10.1200/CCI.18.00138', 'rid': '31002562', 'eid': '31002562'}, attributes={})	['Senders JT', 'Karhade AV', 'Cote DJ', 'Mehrtash A', 'Lamba N', 'DiRisio A', 'Muskens IS', 'Gormley WB', 'Smith TR', 'Broekman MLD', 'Arnaout O']	10.1200/CCI.18.00138	JCO clinical cancer informatics	1	Arnaout O	101708809	2019 Apr	['Journal Article']	PubMed - in process	JCO Clin Cancer Inform	Natural Language Processing for Automated Quantification of Brain Metastases Reported in Free-Text Radiology Reports.
31001651	DictElement({'pubmed': ['31001651'], 'medline': [], 'doi': '10.1007/s00109-019-01764-2', 'pii': '10.1007/s00109-019-01764-2', 'rid': '31001651', 'eid': '31001651'}, attributes={})	['Itzel T', 'Spang R', 'Maass T', 'Munker S', 'Roessler S', 'Ebert MP', 'Schlitt HJ', 'Herr W', 'Evert M', 'Teufel A']	10.1007/s00109-019-01764-2	Journal of molecular medicine (Berlin, Germany)	1	Teufel A	9504370	2019 Apr 17	['Journal Article']	PubMed - as supplied by publisher	J Mol Med (Berl)	Random gene sets in predicting survival of patients with hepatocellular carcinoma.
30999858	DictElement({'pubmed': ['30999858'], 'medline': [], 'doi': '10.1186/s12859-019-2687-7', 'pii': '10.1186/s12859-019-2687-7', 'pmc': 'PMC6471696', 'rid': '30999858', 'eid': '30999858', 'pmcid': 'pmc-id: PMC6471696;'}, attributes={})	['Kel A', 'Boyarskikh U', 'Stegmaier P', 'Leskov LS', 'Sokolov AV', 'Yevshin I', 'Mandrik N', 'Stelmashenko D', 'Koschmann J', 'Kel-Margoulis O', 'Krull M', 'Martínez-Cardús A', 'Moran S', 'Esteller M', 'Kolpakov F', 'Filipenko M', 'Wingender E']	10.1186/s12859-019-2687-7	BMC bioinformatics	1	Wingender E	100965194	2019 Apr 18	['Journal Article']	PubMed - in process	BMC Bioinformatics	Walking pathways with positive feedback loops reveal DNA methylation biomarkers of colorectal cancer.
30995124	DictElement({'pubmed': ['30995124'], 'medline': [], 'doi': '10.1200/CCI.18.00056', 'rid': '30995124', 'eid': '30995124'}, attributes={})	['Salvucci M', 'Rahman A', 'Resler AJ', 'Udupi GM', 'McNamara DA', 'Kay EW', 'Laurent-Puig P', 'Longley DB', 'Johnston PG', 'Lawler M', 'Wilson R', 'Salto-Tellez M', 'Van Schaeybroeck S', 'Rafferty M', 'Gallagher WM', 'Rehm M', 'Prehn JHM']	10.1200/CCI.18.00056	JCO clinical cancer informatics	1	Prehn JHM	101708809	2019 Apr	['Journal Article']	PubMed - in process	JCO Clin Cancer Inform	A Machine Learning Platform to Optimize the Translation of Personalized Network Models to the Clinic.
30994468	DictElement({'pubmed': ['30994468'], 'medline': [], 'pii': 'v5i1e9887', 'doi': '10.2196/cancer.9887', 'rid': '30994468', 'eid': '30994468'}, attributes={})	['Verberne S', 'Batenburg A', 'Sanders R', 'van Eenbergen M', 'Das E', 'Lambooij MS']	10.2196/cancer.9887	JMIR cancer	1	Lambooij MS	101666844	2019 Apr 17	['Journal Article']	PubMed	JMIR Cancer	Analyzing Empowerment Processes Among Cancer Patients in an Online Community: A Text Mining Approach.
30992302	DictElement({'pubmed': ['30992302'], 'medline': [], 'pii': '1078-0432.CCR-18-1084', 'doi': '10.1158/1078-0432.CCR-18-1084', 'rid': '30992302', 'eid': '30992302'}, attributes={})	['Yu H', 'Wu H', 'Wang W', 'Jolly S', 'Jin JY', 'Hu C', 'Kong FS']	10.1158/1078-0432.CCR-18-1084	Clinical cancer research : an official journal of the American Association for Cancer Research	1	Kong FS	9502500	2019 Apr 16	['Journal Article']	PubMed - as supplied by publisher	Clin Cancer Res	Machine Learning to Build and Validate a Model for Radiation Pneumonitis Prediction in Patients with Non-Small-Cell Lung Cancer.
30989415	DictElement({'pubmed': ['30989415'], 'medline': [], 'doi': '10.1007/s10151-019-01963-6', 'pii': '10.1007/s10151-019-01963-6', 'rid': '30989415', 'eid': '30989415'}, attributes={})	['Mozdiak E', 'Wicaksono AN', 'Covington JA', 'Arasaradnam RP']	10.1007/s10151-019-01963-6	Techniques in coloproctology	1	Arasaradnam RP	9613614	2019 Apr 15	['Journal Article']	PubMed - as supplied by publisher	Tech Coloproctol	Colorectal cancer and adenoma screening using urinary volatile organic compound (VOC) detection: early results from a single-centre bowel screening population (UK BCSP).
30988671	DictElement({'pubmed': ['30988671'], 'medline': [], 'doi': '10.3389/fgene.2019.00185', 'pmc': 'PMC6452569', 'rid': '30988671', 'eid': '30988671', 'pmcid': 'pmc-id: PMC6452569;'}, attributes={})	['Stanfield Z', 'Johnson MR', 'Blanks AM', 'Romero R', 'Chance MR', 'Mesiano S', 'Koyutürk M']	10.3389/fgene.2019.00185	Frontiers in genetics	1	Koyutürk M	101560621	2019	['Journal Article']	PubMed	Front Genet	Myometrial Transcriptional Signatures of Human Parturition.
